Name,Owner Type,Regulation,Control Area,Plan Area,Holding Co.,Summer Peak,Winter Peak,Summer Capacity,Winter Capacity,Net Gen. MW,Source,Source Date
Cuivre River Electric Coop Inc,DistCoop,Regulated,Associated Electric Coop Inc,Central Electric Power Coop (MO),Cuivre River Electric Coop Inc,271,303,0,0,0,Regional Maps; Ventyx Research,Unknown
M J M Electric Coop Inc,DistCoop,Regulated,Illinois Power Co,Soyland Power Coop Inc,M J M Electric Cooporative Inc,35,27,0,0,0,Regional Maps; Ventyx Research,Unknown
Newport TN (City of),Muni,Regulated,Tennessee Valley Authority,Tennessee Valley Authority,Newport TN (City of),99,140,0,0,0,Previously Mapped Features; Ventyx Research,na
Farmers Electric Coop Inc (MO),DistCoop,Regulated,Associated Electric Coop Inc,N W Electric Power Coop Inc,Farmers Electric Coop Inc (MO),60,61,0,0,0,Regional Maps; Ventyx Research,Unknown
Illinois Rural Electric Coop,DistCoop,Regulated,Illinois Power Co,Soyland Power Coop Inc,Illinois Rural Electric Coop,37,40,1.7,1.7,3312,Regional Maps; Ventyx Research,Unknown
Carteret Craven Electric Membership Corp,DistCoop,Regulated,Progress Energy Carolina East,North Carolina Electric Membership Corp,Carteret Craven Electric Membership Corp,155,181,0,0,0,Regional Maps; Ventyx Research,Unknown
Haywood Electric Member Corp,DistCoop,Regulated,Progress Energy Carolina West,North Carolina Municipal Power Agency No 1,Haywood Electric Member Corp,52,85,0,0,0,Company Maps; Ventyx Research,na
Macon Electric Coop,DistCoop,Regulated,Associated Electric Coop Inc,Northeast Missouri El Power Coop,Macon Electric Coop,44,51,0,0,0,Regional Maps; Ventyx Research,Unknown
Southwestern Electric Power Co,IOU,Regulated,American Electric Power West,American Electric Power West,American Electric Power Co Inc,4750,3909,4802.44,4846.44,18563500,Regional Maps; Ventyx Research,na
Webster Electric Coop,DistCoop,Regulated,Associated Electric Coop Inc,Sho ME Power Electric Coop,Webster Electric Coop,73,82,0,0,0,Regional Maps; Ventyx Research,Unknown
Hawaii Electric Light Co Inc,IOU,Regulated,Hawaiian Electric Co,Hawaiian Electric Co Inc,Hawaiian Electric Industries Inc,187,195,192.9,192.9,541410,Ventyx Research,na
Lewis County Rural E C A,DistCoop,Regulated,Associated Electric Coop Inc,Northeast Missouri El Power Coop,Lewis County Rural E C A,25,27,0,0,0,Regional Maps; Ventyx Research,Unknown
Texas New Mexico Power Co,IOU,,ERCOT ISO,Texas New Mexico Power Co,PNM Resources Inc,0,0,0,0,0,Regional Maps; Ventyx Research,02/2011
Platte Clay Electric Coop Inc,DistCoop,Regulated,Associated Electric Coop Inc,N W Electric Power Coop Inc,Platte Clay Electric Coop Inc,117,114,0,0,0,Regional Maps; Ventyx Research,Unknown
United Electric Coop Inc (MO),DistCoop,Regulated,Associated Electric Coop Inc,N W Electric Power Coop Inc,United Electric Coop Inc (MO),35,44,0,0,0,Regional Maps; Ventyx Research,07/1998
Grand Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Basin Electric Power Coop,Grand Electric Coop Inc,25,28,0,0,0,Company Maps; Ventyx Research,na
Fortisalberta,IOU,,,,Fortis Inc,0,0,0,0,0,Regional Maps,2008
Mountrail Williams Electric Coop,DistCoop,Regulated,WAPA Rocky Mountain Region,Basin Electric Power Coop,Mountrail Williams Electric Coop,60,79,0,0,0,Regional Maps; Ventyx Research,11/2003
PacifiCorp,IOU,Regulated,PacifiCorp,PacifiCorp,Berkshire Hathaway Inc,9420,9336,9809.22,9922.92,58405000,Regional Maps; Ventyx Research,05/2003
New Hampshire Electric Coop Inc,DistCoop,Regulated,New England ISO,National Grid USA,New Hampshire Electric Coop Inc,146,191,4.6,4.98,0,Regional Maps; Ventyx Research,11/2003
Public Service Co of New Hampshire,IOU,Regulated,New England ISO,New England ISO,Northeast Utilities,1588,1409,1143.59,1168.72,3794810,Regional Maps; Ventyx Research,11/2003
High Plains Power Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,High Plains Power Inc,127,138,0,0,0,Regional Maps; Ventyx Research,05/2003
Madelia MN (City of),Muni,Regulated,Northern States Power,Northern States Power,Madelia MN (City of),5,5,10.2,10.6,-203,Previously Mapped Features; Ventyx Research,na
Saskatchewan Power Corp,Federal,,Northern States Power,Midwest Reliability Organization,Crown Investments Corp of Saskatchewan,0,0,0,0,0,Ventyx Research,na
Willwood Light & Power Co,DistCoop,Regulated,PacifiCorp,PacifiCorp,Willwood Light & Power Co,2,2,0,0,0,Ventyx Research,na
Big Horn Rural Electric Co,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Big Horn Rural Electric Co,22,25,0,0,0,Regional Maps; Ventyx Research,05/2003
Sheridan Electric Coop Inc,DistCoop,Regulated,Northern States Power,Midwest Reliability Organization,Sheridan Electric Coop Inc,18,23,0,0,0,Regional Maps; Ventyx Research,Unknown
NorthWestern Corp,IOU,Regulated,Northwestern Energy,NorthWestern Energy,NorthWestern Corp,2446,2517,325.5,342.1,2840960,Company Maps; Ventyx Research,na
Tongue River Electric Coop Inc,DistCoop,Regulated,Bonneville Power Administration,Bonneville Power Administration,Tongue River Electric Coop Inc,17,21,0,0,0,Regional Maps; Ventyx Research,Unknown
AEP Texas North Co,IOU,,American Electric Power West,American Electric Power West,American Electric Power Co Inc,0,0,0,0,0,Company Maps,2011
Kiwash Electric Coop Inc,DistCoop,Regulated,Western Farmers Electric Coop,Western Farmers Electric Coop,Kiwash Electric Coop Inc,34,34,0,0,0,Regional Maps; Ventyx Research,11/2003
Avista Corp,IOU,Regulated,Avista Corp,Avista Corp,Avista Corp,1522,1763,1601.12,1809.32,6863250,Company Maps; Ventyx Research,na
Fall River Rural Electric Coop Inc,DistCoop,Regulated,Bonneville Power Administration,Bonneville Power Administration,Fall River Rural Electric Coop Inc,92,68,11.6,11.5,22146,Regional Maps; Ventyx Research,05/2003
Fergus Electric Coop Inc,DistCoop,Regulated,Bonneville Power Administration,Bonneville Power Administration,Fergus Electric Coop Inc,29,46,0,0,0,Regional Maps; Ventyx Research,Unknown
Black Hills Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Basin Electric Power Coop,Black Hills Electric Coop Inc,37,43,0,0,0,Regional Maps; Ventyx Research,1991
Ravalli County Electric Coop Inc,DistCoop,Regulated,Bonneville Power Administration,Western Montana Electric G & T Coop,Ravalli County Electric Coop Inc,25,39,0,0,0,Company Maps; Ventyx Research,03/1996
Ohio Edison Co,IOU,Regulated,FirstEnergy,FirstEnergy Corp,FirstEnergy Corp,5264,4571,346.86,353.52,2427210,Ventyx Research,04/2003
Powder River Energy Corp,DistCoop,Regulated,WAPA Rocky Mountain Region,Basin Electric Power Coop,Powder River Energy Corp,383,454,0,0,0,Regional Maps; Ventyx Research,05/2003
Goltry Public Works Authority,Muni,Regulated,Oklahoma Gas & Electric Co,Oklahoma Municipal Power Authority,Goltry Public Works Authority,6,3,0,0,0,Previously Mapped Features; Ventyx Research,na
Lacreek Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Basin Electric Power Coop,Lacreek Electric Association Inc,21,25,0,0,0,Regional Maps; Ventyx Research,1991
Wilber NE (City of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Wilber NE (City of),5,4,3.1,3.1,24,Previously Mapped Features; Ventyx Research,na
Nemaha Marshall E C A Inc,DistCoop,Regulated,Westar Energy,Westar Energy (KPL),Nemaha Marshall E C A Inc,13,12,0,0,0,Regional Maps; Ventyx Research,06/1999
Rosebud Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Basin Electric Power Coop,Rosebud Electric Coop Inc,14,24,0,0,0,Regional Maps; Ventyx Research,1991
Northeast Nebraska Public Power District,PSubdiv,Regulated,Nebraska Public Power District,Nebraska Electric G & T Coop Inc,Northeast Nebraska Public Power District,56,48,0,0,0,Regional Maps; Ventyx Research,07/1989
Hastings Utilities (NE),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Hastings Utilities (NE),89,78,136,136,465310,Ventyx Research,2000
Westar Energy Inc,IOU,Regulated,Westar Energy,Westar Energy (KPL),Westar Energy Inc,2369,1607,4216,4216,14989800,Ventyx Research,2007
Nebraska Public Power District,PSubdiv,Regulated,Central & Southwest Services,Southwest Power Pool,Nebraska Public Power District,2349,2219,2958.2,3013.4,17656700,Regional Maps; Ventyx Research,07/1989
High West Energy,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,High West Energy,53,41,0,0,0,Regional Maps; Ventyx Research,Unknown
Prairie Land Electric Coop Inc,DistCoop,Regulated,Sunflower Electric Power Corp,Sunflower Electric Power Corp,Prairie Land Electric Coop Inc,104,73,0,0,0,Regional Maps; Ventyx Research,09/2005
Highline Electric Association,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Highline Electric Association,189,49,0,0,0,Regional Maps; Ventyx Research,Unknown
MidAmerican Energy Co,IOU,Regulated,MidAmerican Energy Co,MidAmerican Energy Co,Berkshire Hathaway Inc,4299,3522,6253.83,6535.15,28510800,Company Maps; Ventyx Research,09/2003
Y W Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Y W Electric Association Inc,120,34,0,0,0,Regional Maps; Ventyx Research,Unknown
Atchison Holt Electric Coop,DistCoop,Regulated,Associated Electric Coop Inc,N W Electric Power Coop Inc,Atchison Holt Electric Coop,15,20,0,0,0,Regional Maps; Ventyx Research,07/1998
Southern Nebraska Rural Public Power District,PSubdiv,Regulated,Northern States Power,Midwest Reliability Organization,Southern Nebraska Rural Public Power District,192,161,0,0,0,Regional Maps; Ventyx Research,07/1989
Bluestem Electric Coop Inc,DistCoop,Regulated,Westar Energy,Westar Energy (KPL),Bluestem Electric Coop Inc,21,21,0,0,0,Regional Maps; Ventyx Research,01/2004
Rolling Hills Electric Coop,DistCoop,Nonregulated,Westar Energy,Westar Energy (KPL),Rolling Hills Electric Coop,34,26,0,0,0,Regional Maps; Ventyx Research,01/2004
United Electric Coop Inc (MO),DistCoop,Regulated,Associated Electric Coop Inc,N W Electric Power Coop Inc,United Electric Coop Inc (MO),35,44,0,0,0,Regional Maps; Ventyx Research,07/1998
Bon Homme Yankton Electric Association Inc,DistCoop,Regulated,Northern States Power,East River Electric Power Coop Inc,Bon Homme Yankton Electric Association Inc,14,15,0,0,0,Regional Maps; Ventyx Research,1991
Rita Blanca Electric Coop Inc,DistCoop,Regulated,Southwestern Public Service Co,Golden Spread Electric Coop Inc,Rita Blanca Electric Coop Inc,55,42,0,0,0,Regional Maps; Ventyx Research,11/2003
Charles Mix Electric Association Inc,DistCoop,Regulated,Northern States Power,East River Electric Power Coop Inc,Charles Mix Electric Association Inc,9,10,0,0,0,Regional Maps; Ventyx Research,1991
Harrison County Rural Electric Coop,DistCoop,Regulated,,,Harrison County Rural Electric Coop,17,25,0,0,0,Regional Maps; Ventyx Research,07/1998
PUD No 1 of Benton County,PSubdiv,Regulated,Bonneville Power Administration,Bonneville Power Administration,PUD No 1 of Benton County,401,341,6.03,6.03,0,Company Maps; Ventyx Research,Unknown
Clay Union Electric Corp,DistCoop,Regulated,Northern States Power,East River Electric Power Coop Inc,Clay Union Electric Corp,14,17,0,0,0,Regional Maps; Ventyx Research,1991
Unitil Energy Systems,IOU,Regulated,,,Unitil Corp,268,216,0,0,0,Previously Mapped Features; Ventyx Research,12/2002
Plumas Sierra Rural Electric Coop,DistCoop,Regulated,California Independent System Operator,Northern California Power Agency,Plumas Sierra Rural Electric Coop,29,33,0,0,0,Regional Maps; Ventyx Research,04/2010
Union County Electric Coop Inc,DistCoop,Regulated,Northern States Power,East River Electric Power Coop Inc,Union County Electric Coop Inc,7,8,0,0,0,Regional Maps; Ventyx Research,1991
Western Iowa Power Coop,DistCoop,Regulated,Northern States Power,Midwest Reliability Organization,Western Iowa Power Coop,18,30,0,0,0,Regional Maps; Ventyx Research,07/1998
Woodbury County Rural E C A,DistCoop,Regulated,Northern States Power,Midwest Reliability Organization,Woodbury County Rural E C A,13,21,0,0,0,Regional Maps; Ventyx Research,07/1998
Central Vermont Public Service Corp,IOU,Regulated,New England ISO,Central Vermont Public Service Corp,Central Vermont Public Service Corp,398,417,79.95,92.4,445230,Regional Maps; Ventyx Research,04/1994
Portland General Electric Co,IOU,Regulated,Portland General Electric,Portland General Electric Co,Portland General Electric Co,3949,4031,2060.4,2130.4,10558800,Company Maps; Ventyx Research,na
Wyrulec Co,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Wyrulec Co,27,17,0,0,0,Regional Maps; Ventyx Research,05/2003
Harney Electric Coop Inc,DistCoop,Regulated,Bonneville Power Administration,Bonneville Power Administration,Harney Electric Coop Inc,58,22,0,0,0,Regional Maps; Ventyx Research,11/2003
Idaho Power Co,IOU,Regulated,Idaho Power Co,Idaho Power Co,IDACORP Inc,3031,2528,3042.9,3155.32,15279600,Company Maps; Ventyx Research,Unknown
Fitchburg Gas & Electric Light Co,IOU,Regulated,New England ISO,New England ISO,Unitil Corp,87,79,0,0,0,Regional Maps; Ventyx Research,Unknown
PacifiCorp,IOU,Regulated,PacifiCorp,PacifiCorp,Berkshire Hathaway Inc,9420,9336,9809.22,9922.92,58405000,Regional Maps; Ventyx Research,05/2003
Dixie Escalante Rural Electric Association Inc,DistCoop,Regulated,PacifiCorp,Deseret Power Electric Coop,Dixie Escalante Rural Electric Association Inc,100,63,0,0,0,Regional Maps; Ventyx Research,10/2003
Lassen Municipal Utility District,Muni,Regulated,California Independent System Operator,Northern California Power Agency,Lassen Municipal Utility District,25,30,0,0,0,Regional Maps; Ventyx Research,04/2010
Merrimac MA (Town of),Muni,Regulated,New England ISO,New England ISO,Merrimac MA (Town of),7,6,0,0,0,Regional Maps; Ventyx Research,11/2003
Granite State Electric Co,IOU,Regulated,New England ISO,National Grid USA,National Grid Plc,189,150,0,0,0,Regional Maps; Ventyx Research,11/2003
Albion ID (City of),Muni,Regulated,Bonneville Power Administration,Bonneville Power Administration,Albion ID (City of),0,1,0,0,0,Previously Mapped Features; Ventyx Research,na
Mt Wheeler Power Inc,DistCoop,Regulated,Sierra Pacific Power Co,Sierra Pacific Power Co,Mt Wheeler Power Inc,73,73,0,0,0,Regional Maps; Ventyx Research,10/2003
Needles CA (City of),Muni,Regulated,Nevada Power Co,Nevada Power Co,Needles CA (City of),17,8,0,0,0,Previously Mapped Features; Ventyx Research,na
Nevada Power Co,IOU,Regulated,Nevada Power Co,Nevada Power Co,NV Energy,5586,3545,4218.58,4403.08,16426100,Company Maps; Ventyx Research,09/2003
Rio Grande Electric Coop Inc,DistCoop,Regulated,El Paso Electric,El Paso Electric Co,Rio Grande Electric Coop Inc,51,40,0,0,0,Regional Maps; Ventyx Research,na
Oncor Electric Delivery,Private,,ERCOT ISO,ERCOT,Energy Future Holdings Corp,0,0,0,0,0,Ventyx Research,2011
Southern California Edison Co,IOU,Regulated,California Independent System Operator,Southern California Edison Co,Edison International,21786,15262,3228.59,3318.53,29192100,Regional Maps; Ventyx Research,04/2010
Atlantic City Electric Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,Pepco Holdings Inc,2695,1768,158,158,0,Ventyx Research,na
San Isabel Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,San Isabel Electric Association Inc,72,74,0,0,0,Regional Maps; Ventyx Research,Unknown
Rochester Gas & Electric Corp,IOU,Regulated,New York ISO,New York Independent System Operator Inc,Iberdrola SA,1549,1181,99.1,108.1,4113360,Regional Maps; Ventyx Research,01/2000
Avista Corp,IOU,Regulated,Avista Corp,Avista Corp,Avista Corp,1522,1763,1601.12,1809.32,6863250,Company Maps; Ventyx Research,na
Sierra Pacific Power Co,IOU,Regulated,Sierra Pacific Power Co,Sierra Pacific Power Co,NV Energy,1554,1307,1601.55,1652.82,5582160,Regional Maps; Ventyx Research,04/2010
Surprise Valley Electric Corp,DistCoop,Regulated,Bonneville Power Administration,Bonneville Power Administration,Surprise Valley Electric Corp,36,21,0,0,0,Regional Maps; Ventyx Research,11/2003
Massachusetts Electric Co,IOU,Regulated,New England ISO,National Grid USA,National Grid Plc,4494,3711,0,0,0,Company Maps; Ventyx Research,Unknown
Central Maine Power Co,IOU,Regulated,New England ISO,Central Maine Power Co,Iberdrola SA,1568,1505,8.7,10.1,0,Regional Maps; Ventyx Research,na
Delmarva Power & Light Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,Pepco Holdings Inc,3823,3483,0,0,0,Ventyx Research,11/2007
Jersey Central Power & Light Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,FirstEnergy Corp,5738,3937,200,200,-100857,Company Maps; Ventyx Research,Unknown
Consolidated Edison Co of New York Inc,IOU,Regulated,New York ISO,New York Independent System Operator Inc,Consolidated Edison Inc,5329,3849,708.6,798.9,2451260,Regional Maps; Ventyx Research,01/2000
Rockland Electric Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,Consolidated Edison Inc,370,194,0,0,0,Regional Maps; Ventyx Research,09/2005
Empire Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Empire Electric Association Inc,80,89,0,0,0,Regional Maps; Ventyx Research,Unknown
Orange & Rockland Utilities Inc,IOU,Regulated,New York ISO,Orange & Rockland Utilities Inc,Consolidated Edison Inc,1375,784,0,0,0,Regional Maps; Ventyx Research,na
Metropolitan Edison Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,FirstEnergy Corp,2839,2622,0,0,0,Company Maps; Ventyx Research,Unknown
PECO Energy Co,IOU,Regulated,PJM Interconnection,PJM Interconnection,Exelon Corp,7994,6728,0,0,0,Regional Maps; Ventyx Research,11/1997
Pike County Light & Power Co,IOU,Regulated,New York ISO,New York Power Authority,Consolidated Edison Inc,15,10,0,0,0,Regional Maps; Ventyx Research,11/2003
Rideau St Lawrence Distribution Inc,Private,,,,Rideau St Lawrence Distribution Inc,0,0,0,0,0,Ventyx Research,2006
Semo Electric Coop,DistCoop,Regulated,Associated Electric Coop Inc,M & A Electric Power Coop,Semo Electric Coop,73,70,0,0,0,Regional Maps; Ventyx Research,Unknown
